# ----------------------------------------------
# --- Station Static MIB Initialization File ---
# ----------------------------------------------
# 2013 Oct 31 by J. Dowell
#  -- Swapped the ARX_ANT/DP1_ANT values for stand #259 (LEDA Outrigger #3) 
#     with #203.
#  -- Swapped the ARX_ANT/DP1_ANT values for stand #257 (LEDA Outrigger #1)
#     with #198.
#  -- The FEE installed Stand #9 *may* be bad.
# 2013 Aug 15 by J. Dowell
#  -- Marked stand #86 as suspect (promoted from bad).
#  -- Swapped the ARX_ANT/DP1_ANT values for stands #257 and #260 
#     since they are swapped at the site.
# 2013 Mar 10 by J. Dowell
#  -- Updated the pointing correction terms
# 2013 Mar 06 by J. Dowell
#  -- Looks like there was a mixup in the prevous version with the lengths of
#     the LEDA outrigger cables.  This corrects that.
# 2013 Mar 05 by J. Dowell
#  -- Updated the stretch factors to take into account the LEDA64 spitter
# 2013 Feb 28 by J. Dowell
#  -- Looks like there was a bug in the LSL common.stations.Cable model with
#     regards to the calculation of the dispersive delay.  Updated the values 
#     for the five outrigger cable lengths.
#  -- Applied a new calibration solution using self-cal. on TBW data
#  -- Zeroed out the pointing correction
# 2013 Jan 23 by J. Dowell
#  -- Removed the extra ARB_ANT lines that filled out the last half of ARX 
#     board #33
# 2013 Jan 22 by J. Dowell
#  -- Added back in the LEDA-32 antennas
#  -- Added in LEDA outriggers #1 (stand #257), #2 (stand #260), and #3 (stand #259)
#  -- Replaced Stand #25 with LEDA outrigger #5
#  -- Updated the RPD and SEP cable names for the outriggers
#  -- Updated the PDU port mappings to be consistent with the July 2012 
#     reorganization e-mail from J. Craig
# 2012 Oct 24 by J. Dowell
#  -- Incorporated the latest info. on the status of good dipoles;  removed 12
# 2012 Sep 24 by J. Dowell
#  -- Updated the "PC_" values with the results of the new pointing correction
# 2012 Aug 29 by J. Dowell
#  -- Updated the "PC_" values with the results of the new pointing correction
# 2012 Aug 06 by J. Dowell
#  -- Set the "PC_" values to something that works for CygA
#  -- Updated the ARB_ID listings for the ARX board swaps
#  -- Updated the ANT_STAT listsings for antennas that have no signal and/or 
#     calibration
# 2012 July 02 by S. Ellingson 
#  -- Added "PC_" (pointing correction) keywords, set to defaults
#  -- Updated FORMAT_VERSION to 7
# 2012 May 16 by J. Dowell
#
# Search "FIXME" for things that need work

FORMAT_VERSION 7
STATION_ID VL
GEO_N   +34.070 # N Lat [deg]
RPD_ID[152] EXK-076-074 (Black)
RPD_ID[153] EXK-077-095 (Gray)
RPD_ID[154] EXK-077-095 (Black)
RPD_ID[155] EXK-078-081 (Gray)
RPD_ID[156] EXK-078-081 (Black)
RPD_ID[157] EXK-079-106 (Gray)
RPD_ID[158] EXK-079-106 (Black)
RPD_ID[159] EXK-080-078 (Gray)
RPD_ID[160] EXK-080-078 (Black)
RPD_ID[161] EXK-081-094 (Gray)
RPD_ID[162] EXK-081-094 (Black)
RPD_ID[163] EXK-082-066 (Gray)
RPD_ID[164] EXK-082-066 (Black)
RPD_ID[165] EXK-083-091 (Gray)
RPD_ID[166] EXK-083-091 (Black)
RPD_ID[167] EXK-084-063 (Gray)
RPD_ID[168] EXK-084-063 (Black)
RPD_ID[169] EXK-085-089 (Gray)
RPD_ID[170] EXK-085-089 (Black)
RPD_ID[171] EXK-086-076 (Gray)
RPD_ID[172] EXK-086-076 (Black)
RPD_ID[173] EXK-087-095 (Gray)
RPD_ID[174] EXK-087-095 (Black)
RPD_ID[175] EXK-088-057 (Gray)
RPD_ID[176] EXK-088-057 (Black)
RPD_ID[177] EXK-089-086 (Gray)
RPD_ID[178] EXK-089-086 (Black)
RPD_ID[179] EXK-090-124 (Gray)
RPD_ID[180] EXK-090-124 (Black)
RPD_ID[181] EXK-091-137 (Gray)
RPD_ID[182] EXK-091-137 (Black)
RPD_ID[183] EXK-092-126 (Gray)
RPD_ID[184] EXK-092-126 (Black)
RPD_ID[185] EXK-093-133 (Gray)
RPD_ID[186] EXK-093-133 (Black)
RPD_ID[187] EXK-094-110 (Gray)
RPD_ID[188] EXK-094-110 (Black)
RPD_ID[189] EXK-095-132 (Gray)
RPD_ID[190] EXK-095-132 (Black)
RPD_ID[191] EXK-096-107 (Gray)
RPD_ID[192] EXK-096-107 (Black)
RPD_ID[193] EXK-097-123 (Gray)
RPD_ID[194] EXK-097-123 (Black)
RPD_ID[195] EXK-098-100 (Gray)
RPD_ID[196] EXK-098-100 (Black)
RPD_ID[197] EXK-099-114 (Gray)
RPD_ID[198] EXK-099-114 (Black)
RPD_ID[199] EXK-100-091 (Gray)
RPD_ID[200] EXK-100-091 (Black)
RPD_ID[201] EXK-101-113 (Gray)
RPD_ID[202] EXK-101-113 (Black)
RPD_ID[203] EXK-102-089 (Gray)
RPD_ID[204] EXK-102-089 (Black)
RPD_ID[205] EXK-103-111 (Gray)
RPD_ID[206] EXK-103-111 (Black)
RPD_ID[207] EXK-104-085 (Gray)
RPD_ID[208] EXK-104-085 (Black)
RPD_ID[209] EXK-105-113 (Gray)
RPD_ID[210] EXK-105-113 (Black)
RPD_ID[211] EXK-106-086 (Gray)
RPD_ID[212] EXK-106-086 (Black)
RPD_ID[213] EXK-107-114 (Gray)
RPD_ID[214] EXK-107-114 (Black)
RPD_ID[215] EXK-108-073 (Gray)
RPD_ID[216] EXK-108-073 (Black)
RPD_ID[217] EXK-109-100 (Gray)
RPD_ID[218] EXK-109-100 (Black)
RPD_ID[219] EXK-110-069 (Gray)
RPD_ID[220] EXK-110-069 (Black)
RPD_ID[221] EXK-111-105 (Gray)
RPD_ID[222] EXK-111-105 (Black)
RPD_ID[223] EXK-112-082 (Gray)
RPD_ID[224] EXK-112-082 (Black)
RPD_ID[225] EXK-113-102 (Gray)
RPD_ID[226] EXK-113-102 (Black)
RPD_ID[227] EXK-114-066 (Gray)
RPD_ID[228] EXK-114-066 (Black)
RPD_ID[229] EXK-115-096 (Gray)
RPD_ID[230] EXK-115-096 (Black)
RPD_ID[231] EXK-116-061 (Gray)
RPD_ID[232] EXK-116-061 (Black)
RPD_ID[233] EXK-117-094 (Gray)
RPD_ID[234] EXK-117-094 (Black)
RPD_ID[235] EXK-118-067 (Gray)
RPD_ID[236] EXK-118-067 (Black)
RPD_ID[237] EXK-119-095 (Gray)
RPD_ID[238] EXK-119-095 (Black)
RPD_ID[239] EXK-120-062 (Gray)
RPD_ID[240] EXK-120-062 (Black)
RPD_ID[241] EXK-121-094 (Gray)
RPD_ID[242] EXK-121-094 (Black)
RPD_ID[243] EXK-122-129 (Gray)
RPD_ID[244] EXK-122-129 (Black)
RPD_ID[245] EXK-123-142 (Gray)
RPD_ID[246] EXK-123-142 (Black)
RPD_ID[247] EXK-124-114 (Gray)
RPD_ID[248] EXK-124-114 (Black)
RPD_ID[249] EXK-125-140 (Gray)
RPD_ID[250] EXK-125-140 (Black)
RPD_ID[251] EXK-126-110 (Gray)
RPD_ID[252] EXK-126-110 (Black)
RPD_ID[253] EXK-127-127 (Gray)
RPD_ID[254] EXK-127-127 (Black)
RPD_ID[255] EXK-128-098 (Gray)
RPD_ID[256] EXK-128-098 (Black)
RPD_ID[257] EXK-129-119 (Gray)
RPD_ID[258] EXK-129-119 (Black)
RPD_ID[259] EXK-130-096 (Gray)
RPD_ID[260] EXK-130-096 (Black)
RPD_ID[261] EXK-131-118 (Gray)
RPD_ID[262] EXK-131-118 (Black)
RPD_ID[263] EXK-132-090 (Gray)
RPD_ID[264] EXK-132-090 (Black)
RPD_ID[265] EXK-133-119 (Gray)
RPD_ID[266] EXK-133-119 (Black)
RPD_ID[267] EXK-134-083 (Gray)
RPD_ID[268] EXK-134-083 (Black)
RPD_ID[269] EXK-135-115 (Gray)
RPD_ID[270] EXK-135-115 (Black)
RPD_ID[271] EXK-136-081 (Gray)
RPD_ID[272] EXK-136-081 (Black)
RPD_ID[273] EXK-137-111 (Gray)
RPD_ID[274] EXK-137-111 (Black)
RPD_ID[275] EXK-138-077 (Gray)
RPD_ID[276] EXK-138-077 (Black)
RPD_ID[277] EXK-139-121 (Gray)
RPD_ID[278] EXK-139-121 (Black)
RPD_ID[279] EXK-140-068 (Gray)
RPD_ID[280] EXK-140-068 (Black)
RPD_ID[281] EXK-141-110 (Gray)
RPD_ID[282] EXK-141-110 (Black)
RPD_ID[283] EXK-142-064 (Gray)
RPD_ID[284] EXK-142-064 (Black)
RPD_ID[285] EXK-143-106 (Gray)
RPD_ID[286] EXK-143-106 (Black)
RPD_ID[287] EXK-144-070 (Gray)
RPD_ID[288] EXK-144-070 (Black)
RPD_ID[289] EXK-145-114 (Gray)
RPD_ID[290] EXK-145-114 (Black)
RPD_ID[291] EXK-146-067 (Gray)
RPD_ID[292] EXK-146-067 (Black)
RPD_ID[293] EXK-147-108 (Gray)
RPD_ID[294] EXK-147-108 (Black)
RPD_ID[295] EXK-148-066 (Gray)
RPD_ID[296] EXK-148-066 (Black)
RPD_ID[297] EXK-149-099 (Gray)
RPD_ID[298] EXK-149-099 (Black)
RPD_ID[299] EXK-150-069 (Gray)
RPD_ID[300] EXK-150-069 (Black)
RPD_ID[301] EXK-151-101 (Gray)
RPD_ID[302] EXK-151-101 (Black)
RPD_ID[303] EXK-152-109 (Gray)
RPD_ID[304] EXK-152-109 (Black)
RPD_ID[305] EXK-153-136 (Gray)
RPD_ID[306] EXK-153-136 (Black)
RPD_ID[307] EXK-154-106 (Gray)
RPD_ID[308] EXK-154-106 (Black)
RPD_ID[309] EXK-155-129 (Gray)
RPD_ID[310] EXK-155-129 (Black)
RPD_ID[311] EXK-156-102 (Gray)
RPD_ID[312] EXK-156-102 (Black)
RPD_ID[313] EXK-157-123 (Gray)
RPD_ID[314] EXK-157-123 (Black)
RPD_ID[315] EXK-158-094 (Gray)
RPD_ID[316] EXK-158-094 (Black)
RPD_ID[317] EXK-159-127 (Gray)
RPD_ID[318] EXK-159-127 (Black)
RPD_ID[319] EXK-160-090 (Gray)
RPD_ID[320] EXK-160-090 (Black)
RPD_ID[321] EXK-161-123 (Gray)
RPD_ID[322] EXK-161-123 (Black)
RPD_ID[323] EXK-162-087 (Gray)
RPD_ID[324] EXK-162-087 (Black)
RPD_ID[325] EXK-163-120 (Gray)
RPD_ID[326] EXK-163-120 (Black)
RPD_ID[327] EXK-164-083 (Gray)
RPD_ID[328] EXK-164-083 (Black)
RPD_ID[329] EXK-165-120 (Gray)
RPD_ID[330] EXK-165-120 (Black)
RPD_ID[331] EXK-166-072 (Gray)
RPD_ID[332] EXK-166-072 (Black)
RPD_ID[333] EXK-167-122 (Gray)
RPD_ID[334] EXK-167-122 (Black)
RPD_ID[335] EXK-168-070 (Gray)
RPD_ID[336] EXK-168-070 (Black)
RPD_ID[337] EXK-169-120 (Gray)
RPD_ID[338] EXK-169-120 (Black)
RPD_ID[339] EXK-170-065 (Gray)
RPD_ID[340] EXK-170-065 (Black)
RPD_ID[341] EXK-171-111 (Gray)
RPD_ID[342] EXK-171-111 (Black)
RPD_ID[343] EXK-172-052 (Gray)
RPD_ID[344] EXK-172-052 (Black)
RPD_ID[345] EXK-173-115 (Gray)
RPD_ID[346] EXK-173-115 (Black)
RPD_ID[347] EXK-174-051 (Gray)
RPD_ID[348] EXK-174-051 (Black)
RPD_ID[349] EXK-175-110 (Gray)
RPD_ID[350] EXK-175-110 (Black)
RPD_ID[351] EXK-176-047 (Gray)
RPD_ID[352] EXK-176-047 (Black)
RPD_ID[353] EXK-177-107 (Gray)
RPD_ID[354] EXK-177-107 (Black)
RPD_ID[355] EXK-178-050 (Gray)
RPD_ID[356] EXK-178-050 (Black)
RPD_ID[357] EXK-179-113 (Gray)
RPD_ID[358] EXK-179-113 (Black)
RPD_ID[359] EXK-180-108 (Gray)
RPD_ID[360] EXK-180-108 (Black)
RPD_ID[361] EXK-181-141 (Gray)
RPD_ID[362] EXK-181-141 (Black)
RPD_ID[363] EXK-182-101 (Gray)
RPD_ID[364] EXK-182-101 (Black)
RPD_ID[365] EXK-183-139 (Gray)
RPD_ID[366] EXK-183-139 (Black)
RPD_ID[367] EXK-184-099 (Gray)
RPD_ID[368] EXK-184-099 (Black)
RPD_ID[369] EXK-185-132 (Gray)
RPD_ID[370] EXK-185-132 (Black)
RPD_ID[371] EXK-186-091 (Gray)
RPD_ID[372] EXK-186-091 (Black)
RPD_ID[373] EXK-187-130 (Gray)
RPD_ID[374] EXK-187-130 (Black)
RPD_ID[375] EXK-188-083 (Gray)
RPD_ID[376] EXK-188-083 (Black)
RPD_ID[377] EXK-189-131 (Gray)
RPD_ID[378] EXK-189-131 (Black)
RPD_ID[379] EXK-190-088 (Gray)
RPD_ID[380] EXK-190-088 (Black)
RPD_ID[381] EXK-191-136 (Gray)
RPD_ID[382] EXK-191-136 (Black)
RPD_ID[383] EXK-192-072 (Gray)
RPD_ID[384] EXK-192-072 (Black)
RPD_ID[385] EXK-193-124 (Gray)
RPD_ID[386] EXK-193-124 (Black)
RPD_ID[387] EXK-194-067 (Gray)
RPD_ID[388] EXK-194-067 (Black)
RPD_ID[389] EXK-195-119 (Gray)
RPD_ID[390] EXK-195-119 (Black)
RPD_ID[391] EXK-196-062 (Gray)
RPD_ID[392] EXK-196-062 (Black)
RPD_ID[393] EXK-197-131 (Gray)
RPD_ID[394] EXK-197-131 (Black)
RPD_ID[395] EXK-198-060 (Gray)
RPD_ID[396] EXK-198-060 (Black)
RPD_ID[397] EXK-199-128 (Gray)
RPD_ID[398] EXK-199-128 (Black)
RPD_ID[399] EXK-200-046 (Gray)
RPD_ID[400] EXK-200-046 (Black)
RPD_ID[401] EXK-201-114 (Gray)
RPD_ID[402] EXK-201-114 (Black)
RPD_ID[403] EXK-202-044 (Gray)
RPD_ID[404] EXK-202-044 (Black)
RPD_ID[405] EXK-203-111 (Gray)
RPD_ID[406] EXK-203-111 (Black)
RPD_ID[407] EXK-204-049 (Gray)
RPD_ID[408] EXK-204-049 (Black)
RPD_ID[409] EXK-205-117 (Gray)
RPD_ID[410] EXK-205-117 (Black)
RPD_ID[411] EXK-206-141 (Gray)
RPD_ID[412] EXK-206-141 (Black)
RPD_ID[413] EXK-207-100 (Gray)
RPD_ID[414] EXK-207-100 (Black)
RPD_ID[415] EXK-208-145 (Gray)
RPD_ID[416] EXK-208-145 (Black)
RPD_ID[417] EXK-209-092 (Gray)
RPD_ID[418] EXK-209-092 (Black)
RPD_ID[419] EXK-210-137 (Gray)
RPD_ID[420] EXK-210-137 (Black)
RPD_ID[421] EXK-211-082 (Gray)
RPD_ID[422] EXK-211-082 (Black)
RPD_ID[423] EXK-212-133 (Gray)
RPD_ID[424] EXK-212-133 (Black)
RPD_ID[425] EXK-213-077 (Gray)
RPD_ID[426] EXK-213-077 (Black)
RPD_ID[427] EXK-214-135 (Gray)
RPD_ID[428] EXK-214-135 (Black)
RPD_ID[429] EXK-215-073 (Gray)
RPD_ID[430] EXK-215-073 (Black)
RPD_ID[431] EXK-216-129 (Gray)
RPD_ID[432] EXK-216-129 (Black)
RPD_ID[433] EXK-217-071 (Gray)
RPD_ID[434] EXK-217-071 (Black)
RPD_ID[435] EXK-218-127 (Gray)
RPD_ID[436] EXK-218-127 (Black)
RPD_ID[437] EXK-219-058 (Gray)
RPD_ID[438] EXK-219-058 (Black)
RPD_ID[439] EXK-220-126 (Gray)
RPD_ID[440] EXK-220-126 (Black)
RPD_ID[441] EXK-221-053 (Gray)
RPD_ID[442] EXK-221-053 (Black)
RPD_ID[443] EXK-222-129 (Gray)
RPD_ID[444] EXK-222-129 (Black)
RPD_ID[445] EXK-223-057 (Gray)
RPD_ID[446] EXK-223-057 (Black)
RPD_ID[447] EXK-224-123 (Gray)
RPD_ID[448] EXK-224-123 (Black)
RPD_ID[449] EXK-225-043 (Gray)
RPD_ID[450] EXK-225-043 (Black)
RPD_ID[451] EXK-226-116 (Gray)
RPD_ID[452] EXK-226-116 (Black)
RPD_ID[453] EXK-227-094 (Gray)
RPD_ID[454] EXK-227-094 (Black)
RPD_ID[455] EXK-228-140 (Gray)
RPD_ID[456] EXK-228-140 (Black)
RPD_ID[457] EXK-229-089 (Gray)
RPD_ID[458] EXK-229-089 (Black)
RPD_ID[459] EXK-230-139 (Gray)
RPD_ID[460] EXK-230-139 (Black)
RPD_ID[461] EXK-231-085 (Gray)
RPD_ID[462] EXK-231-085 (Black)
RPD_ID[463] EXK-232-144 (Gray)
RPD_ID[464] EXK-232-144 (Black)
RPD_ID[465] EXK-233-076 (Gray)
RPD_ID[466] EXK-233-076 (Black)
RPD_ID[467] EXK-234-138 (Gray)
RPD_ID[468] EXK-234-138 (Black)
RPD_ID[469] EXK-235-071 (Gray)
RPD_ID[470] EXK-235-071 (Black)
RPD_ID[471] EXK-236-141 (Gray)
RPD_ID[472] EXK-236-141 (Black)
RPD_ID[473] EXK-237-065 (Gray)
RPD_ID[474] EXK-237-065 (Black)
RPD_ID[475] EXK-238-146 (Gray)
RPD_ID[476] EXK-238-146 (Black)
RPD_ID[477] EXK-239-055 (Gray)
RPD_ID[478] EXK-239-055 (Black)
RPD_ID[479] EXK-240-134 (Gray)
RPD_ID[480] EXK-240-134 (Black)
RPD_ID[481] EXK-241-052 (Gray)
RPD_ID[482] EXK-241-052 (Black)
RPD_ID[483] EXK-242-125 (Gray)
RPD_ID[484] EXK-242-125 (Black)
RPD_ID[485] EXK-243-057 (Gray)
RPD_ID[486] EXK-243-057 (Black)
RPD_ID[487] EXK-244-125 (Gray)
RPD_ID[488] EXK-244-125 (Black)
RPD_ID[489] EXK-245-085 (Gray)
RPD_ID[490] EXK-245-085 (Black)
RPD_ID[491] EXK-246-149 (Gray)
RPD_ID[492] EXK-246-149 (Black)
RPD_ID[493] EXK-247-081 (Gray)
RPD_ID[494] EXK-247-081 (Black)
RPD_ID[495] EXK-248-145 (Gray)
RPD_ID[496] EXK-248-145 (Black)
RPD_ID[497] EXK-249-076 (Gray)
RPD_ID[498] EXK-249-076 (Black)
RPD_ID[499] EXK-250-145 (Gray)
RPD_ID[500] EXK-250-145 (Black)
RPD_ID[501] EXK-251-063 (Gray)
RPD_ID[502] EXK-251-063 (Black)
RPD_ID[503] EXK-252-147 (Gray)
RPD_ID[504] EXK-252-147 (Black)
RPD_ID[505] EXK-253-059 (Gray)
RPD_ID[506] EXK-253-059 (Black)
RPD_ID[507] EXK-254-134 (Gray)
RPD_ID[508] EXK-254-134 (Black)
RPD_ID[509] EXK-255-057 (Gray)
RPD_ID[510] EXK-255-057 (Black)
RPD_ID[511] EXK-256-131 (Gray)
RPD_ID[512] EXK-256-131 (Black)
RPD_ID[513] 1 # (LEDA Outrigger #1)
RPD_ID[514] 1

# FIXME
RPD_ID[515] UNK # no labels for stand 258 (RTA / LEDA Outrigger #4
RPD_ID[516] UNK # no labels for stand 258 

RPD_ID[517] 3 # (LEDA Outrigger #3)
RPD_ID[518] 3
RPD_ID[519] 2 # (LEDA Outrigger #2)
RPD_ID[520] 2

# Status codes 0-3 summarized defined at end of this document (and in MCS0031)
# This will be set to 3 ("OK") for any cable #'s <= N_RPD not identified
# *** RPD_STAT[cable#] goes here:

# This will be set to 1 for any cables not identified below
# You should set it to 0 if different / not known, or >1 if appropriate
# "2" is LMR400
# *** RPD_DESI[cable#] goes here:
# Stand 35 (as LEDA Outrigger #5):
RPD_DESI[69] 2
RPD_DESI[70] 2
# Stand 257:
RPD_DESI[513] 2
RPD_DESI[514] 2
# Stand 258: 
RPD_DESI[515] 2 # LMR400 (with some short jumpers near shelter)
RPD_DESI[516] 2 # LMR400 (with some short jumpers near shelter)
# Stand 259:
RPD_DESI[517] 2
RPD_DESI[518] 2
# Stand 260:
RPD_DESI[519] 2
RPD_DESI[520] 2

# RPD_LENG[] will be set to 0 for any cable #'s <= N_RPD not identified
# *** RPD_LENG[cable#] [m] goes here:
RPD_LENG[1] 138.00
RPD_LENG[2] 138.00
RPD_LENG[3] 133.00
RPD_LENG[4] 133.00
RPD_LENG[5] 134.00
RPD_LENG[6] 134.00
RPD_LENG[7] 126.00
RPD_LENG[8] 126.00
RPD_LENG[9] 117.00
RPD_LENG[10] 117.00
RPD_LENG[11] 121.00
RPD_LENG[12] 121.00
RPD_LENG[13] 105.00
RPD_LENG[14] 105.00
RPD_LENG[15] 100.00
RPD_LENG[16] 100.00
RPD_LENG[17]  91.00
RPD_LENG[18]  91.00
RPD_LENG[19]  86.00
RPD_LENG[20]  86.00
RPD_LENG[21]  96.00
RPD_LENG[22]  96.00
RPD_LENG[23]  89.00
RPD_LENG[24]  89.00
RPD_LENG[25]  83.00
RPD_LENG[26]  83.00
RPD_LENG[27]  81.00
RPD_LENG[28]  81.00
RPD_LENG[29]  82.00
RPD_LENG[30]  82.00
RPD_LENG[31]  77.00
RPD_LENG[32]  77.00
RPD_LENG[33]  76.00
RPD_LENG[34]  76.00
RPD_LENG[35]  76.00
RPD_LENG[36]  76.00
RPD_LENG[37]  74.00
RPD_LENG[38]  74.00
RPD_LENG[39] 132.00
RPD_LENG[40] 132.00
RPD_LENG[41] 141.00
RPD_LENG[42] 141.00
RPD_LENG[43] 131.00
RPD_LENG[44] 131.00
RPD_LENG[45] 137.00
RPD_LENG[46] 137.00
RPD_LENG[47] 133.00
RPD_LENG[48] 133.00
RPD_LENG[49] 122.00
RPD_LENG[50] 122.00
RPD_LENG[51] 124.00
RPD_LENG[52] 124.00
RPD_LENG[53] 120.00
RPD_LENG[54] 120.00
RPD_LENG[55] 116.00
RPD_LENG[56] 116.00
RPD_LENG[57] 119.00
RPD_LENG[58] 119.00
RPD_LENG[59] 119.00
RPD_LENG[60] 119.00
RPD_LENG[61] 120.00
RPD_LENG[62] 120.00
RPD_LENG[63] 105.00
RPD_LENG[64] 105.00
RPD_LENG[65] 103.00
RPD_LENG[66] 103.00
RPD_LENG[67]  92.00
RPD_LENG[68]  92.00

# FIXME
# This is the *real* Stand #35
#RPD_LENG[69]  99.00
#RPD_LENG[70]  99.00
# FIXME
# Stand 35 (LEDA Outrigger #5):
# Measured by J. Craig on January 9, 2013 to have delays of 2.000 and 1.994
# ... microseconds.  See the section on the RTA cable for details of the 
# ... length determination.
RPD_LENG[69] 254.244  # JD's guess; see comment above
RPD_LENG[70] 253.481  # JD's guess; see comment above

RPD_LENG[71]  88.00
RPD_LENG[72]  88.00
RPD_LENG[73] 101.00
RPD_LENG[74] 101.00
RPD_LENG[75]  83.00
RPD_LENG[76]  83.00
RPD_LENG[77] 100.00
RPD_LENG[78] 100.00
RPD_LENG[79]  94.00
RPD_LENG[80]  94.00
RPD_LENG[81]  93.00
RPD_LENG[82]  93.00
RPD_LENG[83]  82.00
RPD_LENG[84]  82.00
RPD_LENG[85]  92.00
RPD_LENG[86]  92.00
RPD_LENG[87]  79.00
RPD_LENG[88]  79.00
RPD_LENG[89]  97.00
RPD_LENG[90]  97.00
RPD_LENG[91]  76.00
RPD_LENG[92]  76.00
RPD_LENG[93]  91.00
RPD_LENG[94]  91.00
RPD_LENG[95]  71.00
RPD_LENG[96]  71.00
RPD_LENG[97]  87.00
RPD_LENG[98]  87.00
RPD_LENG[99]  76.00
RPD_LENG[100]  76.00
RPD_LENG[101] 101.00
RPD_LENG[102] 101.00
RPD_LENG[103]  71.00
RPD_LENG[104]  71.00
RPD_LENG[105]  81.00
RPD_LENG[106]  81.00
RPD_LENG[107]  64.00
RPD_LENG[108]  64.00
RPD_LENG[109]  78.00
RPD_LENG[110]  78.00
RPD_LENG[111] 129.00
RPD_LENG[112] 129.00
RPD_LENG[113] 143.00
RPD_LENG[114] 143.00
RPD_LENG[115] 126.00
RPD_LENG[116] 126.00
RPD_LENG[117] 134.00
RPD_LENG[118] 134.00
RPD_LENG[119] 131.00
RPD_LENG[120] 131.00
RPD_LENG[121] 130.00
RPD_LENG[122] 130.00
RPD_LENG[123] 113.00
RPD_LENG[124] 113.00
RPD_LENG[125] 127.00
RPD_LENG[126] 127.00
RPD_LENG[127] 113.00
RPD_LENG[128] 113.00
RPD_LENG[129] 116.00
RPD_LENG[130] 116.00
RPD_LENG[131] 105.00
RPD_LENG[132] 105.00
RPD_LENG[133] 113.00
RPD_LENG[134] 113.00
RPD_LENG[135]  94.00
RPD_LENG[136]  94.00
RPD_LENG[137] 106.00
RPD_LENG[138] 106.00
RPD_LENG[139]  91.00
RPD_LENG[140]  91.00
RPD_LENG[141] 105.00
RPD_LENG[142] 105.00
RPD_LENG[143]  86.00
RPD_LENG[144]  86.00
RPD_LENG[145] 114.00
RPD_LENG[146] 114.00
RPD_LENG[147]  84.00
RPD_LENG[148]  84.00
RPD_LENG[149]  97.00
RPD_LENG[150]  97.00
RPD_LENG[151]  74.00
RPD_LENG[152]  74.00
RPD_LENG[153]  95.00
RPD_LENG[154]  95.00
RPD_LENG[155]  81.00
RPD_LENG[156]  81.00
RPD_LENG[157] 106.00
RPD_LENG[158] 106.00
RPD_LENG[159]  78.00
RPD_LENG[160]  78.00
RPD_LENG[161]  94.00
RPD_LENG[162]  94.00
RPD_LENG[163]  66.00
RPD_LENG[164]  66.00
RPD_LENG[165]  91.00
RPD_LENG[166]  91.00
RPD_LENG[167]  63.00
RPD_LENG[168]  63.00
RPD_LENG[169]  89.00
RPD_LENG[170]  89.00
RPD_LENG[171]  76.00
RPD_LENG[172]  76.00
RPD_LENG[173]  95.00
RPD_LENG[174]  95.00
RPD_LENG[175]  57.00
RPD_LENG[176]  57.00
RPD_LENG[177]  86.00
RPD_LENG[178]  86.00
RPD_LENG[179] 124.00
RPD_LENG[180] 124.00
RPD_LENG[181] 137.00
RPD_LENG[182] 137.00
RPD_LENG[183] 126.00
RPD_LENG[184] 126.00
RPD_LENG[185] 133.00
RPD_LENG[186] 133.00
RPD_LENG[187] 110.00
RPD_LENG[188] 110.00
RPD_LENG[189] 132.00
RPD_LENG[190] 132.00
RPD_LENG[191] 107.00
RPD_LENG[192] 107.00
RPD_LENG[193] 123.00
RPD_LENG[194] 123.00
RPD_LENG[195] 100.00
RPD_LENG[196] 100.00
RPD_LENG[197] 114.00
RPD_LENG[198] 114.00
RPD_LENG[199]  91.00
RPD_LENG[200]  91.00
RPD_LENG[201] 113.00
RPD_LENG[202] 113.00
RPD_LENG[203]  89.00
RPD_LENG[204]  89.00
RPD_LENG[205] 111.00
RPD_LENG[206] 111.00
RPD_LENG[207]  85.00
RPD_LENG[208]  85.00
RPD_LENG[209] 113.00
RPD_LENG[210] 113.00
RPD_LENG[211]  86.00
RPD_LENG[212]  86.00
RPD_LENG[213] 114.00
RPD_LENG[214] 114.00
RPD_LENG[215]  73.00
RPD_LENG[216]  73.00
RPD_LENG[217] 100.00
RPD_LENG[218] 100.00
RPD_LENG[219]  69.00
RPD_LENG[220]  69.00
RPD_LENG[221] 105.00
RPD_LENG[222] 105.00
RPD_LENG[223]  82.00
RPD_LENG[224]  82.00
RPD_LENG[225] 102.00
RPD_LENG[226] 102.00
RPD_LENG[227]  66.00
RPD_LENG[228]  66.00
RPD_LENG[229]  96.00
RPD_LENG[230]  96.00
RPD_LENG[231]  61.00
RPD_LENG[232]  61.00
RPD_LENG[233]  94.00
RPD_LENG[234]  94.00
RPD_LENG[235]  67.00
RPD_LENG[236]  67.00
RPD_LENG[237]  95.00
RPD_LENG[238]  95.00
RPD_LENG[239]  62.00
RPD_LENG[240]  62.00
RPD_LENG[241]  94.00
RPD_LENG[242]  94.00
RPD_LENG[243] 129.00
RPD_LENG[244] 129.00
RPD_LENG[245] 142.00
RPD_LENG[246] 142.00
RPD_LENG[247] 114.00
RPD_LENG[248] 114.00
RPD_LENG[249] 140.00
RPD_LENG[250] 140.00
RPD_LENG[251] 110.00
RPD_LENG[252] 110.00
RPD_LENG[253] 127.00
RPD_LENG[254] 127.00
RPD_LENG[255]  98.00
RPD_LENG[256]  98.00
RPD_LENG[257] 119.00
RPD_LENG[258] 119.00
RPD_LENG[259]  96.00
